Representative_Sequence	total	CL3	CC1	SV1	M31Fcsw	M11Fcsw	M31Plmr	M11Plmr	F21Plmr	M31Tong	M11Tong	LMEpi24M	SLEpi20M	AQC1cm	AQC4cm	AQC7cm	NP2	NP3	NP5	TRRsed1	TRRsed2	TRRsed3	TS28	TS29	Even1	Even2	Even3
Sphingobium	0.00255964936974262	0.000128169413320701	0.00048596945313367	0.000464493844047484	2.58346397049477e-07	2.58346397049477e-07	0.000135517016944241	0.000481976190767502	1.91619380794691e-05	7.75039191148432e-07	2.58346397049477e-07	1.27539143752822e-05	4.11869037398187e-05	6.41843317289416e-05	3.68688633782276e-05	9.01836566909187e-06	2.58346397049477e-07	5.12833000955462e-06	2.58346397049477e-07	8.73815385908115e-05	0.000512156090944563	6.82079006479736e-05	2.58346397049477e-07	2.58346397049477e-07	2.151851862653e-06	1.43091715290031e-06	1.30904137924545e-06
Sphingomonas	0.223304089861922	0.0116052806000156	0.0239156461877856	0.0795114417461372	1.50743280065174e-05	6.24061892944515e-06	0.00180992607647671	0.0272731958232746	0.00350372400487216	2.19594437492056e-05	0.000184778348365263	3.85260233303872e-05	0.00396288685276516	0.00248756032112885	0.000752807862121266	0.000468919377451318	0.000774396571754642	0.0609919331094115	0.00120467884545006	0.00209121495904734	0.000837909201111162	0.00160386782671886	1.70324435312712e-05	1.39673052016283e-05	4.09687139075253e-05	5.53691719220387e-05	0.000114784099456411
Sphingopyxis	0.00169845674224948	4.09573222363932e-05	3.44934904842122e-05	0.00024406547825663	2.58346397049477e-07	2.58346397049477e-07	0.00010131367496679	0.00115252743013117	5.69691214443085e-05	2.58346397049477e-07	2.58346397049477e-07	2.60126539296811e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.94782480720803e-05	2.5568587998224e-06	2.58346397049477e-07	1.57703992621256e-05	1.38482572472343e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Sphingosinicella	0.0271983684033335	0.000290965316678076	0.000470991577595536	0.0259740674487526	2.58346397049477e-07	1.5877402931374e-06	1.89147147483862e-05	0.00023533665444983	1.91619380794691e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.65296872775731e-05	1.33983753051131e-05	2.58346397049477e-07	2.58346397049477e-07	4.85537120259533e-06	8.73815385908115e-05	3.12824521272018e-05	2.58346397049477e-07	3.30818223963525e-06	2.21676908341788e-06	3.09860459545477e-06	3.77605866460198e-06	1.9170856076577e-05
Spirochaeta	0.0300900318779787	0.000104912855698219	4.09125800005552e-05	2.58346397049477e-07	2.58346397049477e-07	9.23043345093441e-07	2.58346397049477e-07	2.58346397049477e-07	6.5595436245227e-06	2.58346397049477e-07	1.2559679861597e-05	2.58346397049477e-07	1.51414581580565e-05	4.6749972092971e-05	1.24618520574422e-05	5.71984716653251e-05	2.58346397049477e-07	7.56332181580719e-06	1.17509084109141e-05	0.0112391501393923	0.0100986047615616	0.00841241316266145	3.30818223963525e-06	2.58346397049477e-07	1.16193791906706e-05	3.77605866460198e-06	2.35973636144142e-06
Spiroplasma	2.12523548373377e-05	1.47936949111008e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Spirosoma	0.00702651877106994	1.47936949111008e-05	0.000222786782963607	0.0049966346376564	1.81792340857241e-06	2.58346397049477e-07	4.84539646380027e-05	0.000774860640144737	0.000227101446586085	7.75039191148432e-07	1.2559679861597e-05	2.58346397049477e-07	0.000614186706538588	2.58346397049477e-07	8.39401683731128e-06	4.63835603307068e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	8.73815385908115e-05	2.58346397049477e-07	2.58346397049477e-07	1.78326431834236e-06	2.58346397049477e-07	1.20509912985124e-06	2.58346397049477e-07	6.56251629022532e-06
Spirulina	5.56142349661879e-05	2.58346397049477e-07	2.39804290249714e-06	4.70158785345033e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Spongiibacter	0.0218495363987292	6.07248580267001e-06	1.52362219351831e-05	3.59817012115332e-06	2.58346397049477e-07	2.58346397049477e-07	3.36774112227227e-06	2.58346397049477e-07	2.58346397049477e-07	7.75039191148432e-07	2.58346397049477e-07	1.03931939568902e-06	2.58346397049477e-07	2.93156124570004e-05	3.28010281580967e-05	3.09184138491979e-05	8.75970179758548e-05	0.000282717395922348	0.000253094710702071	0.00313669326537248	0.00921441774825229	0.00873857102306589	1.78326431834236e-06	2.58346397049477e-07	5.93886279386006e-06	1.43091715290031e-06	2.35973636144142e-06
Sporanaerobacter	4.94088808887322e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.57703992621256e-05	2.74381680974191e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Sporichthya	0.00268814506610322	0.000308407734894938	0.000468851881090089	0.000775097450389141	2.58346397049477e-07	2.58346397049477e-07	1.81304375966087e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	5.72515738752629e-06	3.97912433730123e-06	0.000418682977660343	0.000325685164007522	0.000359419136550788	1.21681652487047e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.21676908341788e-06	2.58346397049477e-07	1.43091715290031e-06	1.30904137924545e-06
Sporocytophaga	0.000925586983874905	2.58346397049477e-07	1.73759184406308e-05	0.000902010751905087	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Sporolactobacillus	3.32491761332637e-05	3.16541609985974e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	3.36774112227227e-06	1.18195746619403e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	5.93886279386006e-06	1.43091715290031e-06	2.35973636144142e-06
Sporosarcina	0.00239714902390304	9.90987162925985e-05	0.000154316494789282	4.03362310862956e-05	2.58346397049477e-07	2.58346397049477e-07	4.53445699127799e-05	0.000239190397204794	0.000453944546775121	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.24618520574422e-05	1.77783849411343e-05	2.58346397049477e-07	2.69333820330205e-06	4.85537120259533e-06	8.73815385908115e-05	0.000651764566730248	0.000584624512954997	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Sporotalea	1.54770255953288e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	9.01836566909187e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Staphylococcus	0.129583293182216	1.47936949111008e-05	2.16553114515262e-05	1.0277817569361e-05	8.05623145466415e-06	5.57592198140118e-06	0.0243872411763194	0.0664156609854401	0.0376814177666869	2.14427509551066e-05	0.000209381015294358	1.90016983643986e-05	3.00245699190635e-05	6.99957849409318e-05	6.1275874699013e-05	3.09184138491979e-05	4.2282860142679e-06	2.46082644595752e-05	2.78404952303246e-05	0.000348751115172097	7.78186107224303e-05	8.17978114981584e-05	3.30818223963525e-06	1.00504598288915e-05	7.83236825946358e-06	3.77605866460198e-06	6.56251629022532e-06
Stenotrophomonas	0.0070563040813684	0.00123867003979422	0.0024758872032	6.37149971550225e-05	1.81792340857241e-06	9.23043345093441e-07	0.000236572345513981	0.00238957885447449	0.000378330180045443	1.29173198524739e-06	1.2559679861597e-05	6.50613038616584e-06	0.000100719350783847	2.58346397049477e-07	1.24618520574422e-05	4.63835603307068e-06	8.19822563148632e-06	5.12833000955462e-06	1.4049420813687e-05	8.73815385908115e-05	2.58346397049477e-07	2.58346397049477e-07	1.78326431834236e-06	2.21676908341788e-06	2.151851862653e-06	9.63891244385616e-06	1.30904137924545e-06
Stenoxybacter	0.000404453065091612	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.81304375966087e-06	2.58346397049477e-07	6.32703186717817e-05	1.29173198524739e-06	0.000332394349939834	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Steroidobacter	0.0309304722038825	0.00716037102441873	0.00320980310456855	0.0192209438786147	1.03813490281094e-06	9.23043345093441e-07	4.92243848488366e-06	0.000304704024039176	0.000189294263221246	2.58346397049477e-07	1.2559679861597e-05	1.03931939568902e-06	3.97912433730123e-06	4.6749972092971e-05	5.31402042587512e-05	2.21583945771555e-05	2.58346397049477e-07	2.69333820330205e-06	2.5568587998224e-06	0.000348751115172097	0.00020191503364304	0.000108977633198528	3.30818223963525e-06	2.58346397049477e-07	8.77912099226535e-06	6.12120017630365e-06	1.49680761477931e-05
Stigmatella	0.00811660699247976	0.000790981305561441	0.00227689542819337	0.00450902037393724	2.58346397049477e-07	9.23043345093441e-07	3.36774112227227e-06	0.000162115542105522	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.03931939568902e-06	2.58346397049477e-07	4.09385188809808e-05	0.000150768249541893	0.000136038645113707	2.58346397049477e-07	2.58346397049477e-07	2.5568587998224e-06	2.58346397049477e-07	3.12824521272018e-05	2.58346397049477e-07	3.30818223963525e-06	2.58346397049477e-07	3.09860459545477e-06	1.43091715290031e-06	2.58346397049477e-07
Streptacidiphilus	2.92157693498339e-05	6.07248580267001e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.57703992621256e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.43091715290031e-06	2.58346397049477e-07
Streptobacillus	0.000499630956866231	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	0.000474268705257575	1.91619380794691e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Streptococcus	0.820848379449832	0.000372363268356763	0.000331911304741438	0.000337580542531538	0.000974993978598884	0.000277436973731382	0.352960091185337	0.0560298242608131	0.17926931946801	0.0332540898818117	0.0545443709282009	0.00141850531192646	0.000201180355170644	0.00230740527155716	0.000618569299856947	0.000556519570171742	0.000182875568789097	0.00034115719927241	0.000512826612215412	0.0140270922895927	0.00131878283992852	0.0044305692835573	0.000747468127830564	0.00345687438783727	0.0354012365313206	0.034510188261843	0.0424651467468295
Streptomonospora	1.13810984111206e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	4.92243848488366e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Streptomyces	1.17637725315443e-05	3.16541609985974e-06	2.39804290249714e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Streptomyces_1	0.0160773658905745	0.00532019590253983	0.000794085749918134	0.00460921508566035	1.03813490281094e-06	9.23043345093441e-07	6.71103329893394e-05	0.000219921683429976	0.000170390671538826	3.35850316164321e-06	2.58346397049477e-07	1.82029239432857e-06	2.258301403856e-05	0.00031988827305651	0.000329752999227653	0.000604699676167975	4.2282860142679e-06	2.69333820330205e-06	2.5568587998224e-06	2.58346397049477e-07	0.00255974706913462	0.00101950166016091	2.58346397049477e-07	2.21676908341788e-06	1.16193791906706e-05	1.43091715290031e-06	7.61321127242129e-06
Streptosporangium	0.000604940158111892	3.51431828307726e-05	7.72874205931655e-05	0.000294162834118188	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.18195746619403e-05	6.5595436245227e-06	7.75039191148432e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.18812528210299e-05	1.65296872775731e-05	2.21583945771555e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.57703992621256e-05	0.000108977633198528	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Subdoligranulum	1.02003469309477e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.78326431834236e-06	2.21676908341788e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Subtercola	0.00020309701053468	2.58346397049477e-07	6.65889380659272e-05	1.0277817569361e-05	2.58346397049477e-07	2.58346397049477e-07	1.81304375966087e-06	4.1120891520131e-06	1.28607408519959e-05	2.58346397049477e-07	2.58346397049477e-07	3.38223839160766e-06	3.97912433730123e-06	1.18812528210299e-05	3.68688633782276e-05	3.09184138491979e-05	8.19822563148632e-06	5.12833000955462e-06	2.5568587998224e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.43091715290031e-06	2.58346397049477e-07
Sufflavibacter	5.87821829650139e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	7.75039191148432e-07	2.58346397049477e-07	2.58346397049477e-07	3.97912433730123e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.69333820330205e-06	3.01390076330975e-05	2.58346397049477e-07	1.57703992621256e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Sulfitobacter	0.00332992291243449	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	3.59878029520153e-05	0.000316807281209884	4.85271068552809e-05	0.00113285984491596	0.00150492747430944	0.000285646474250931	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Sulfolobus	1.057074907825e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	4.1120891520131e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Sulfuricurvum	0.000890972472687426	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	7.75039191148432e-07	2.58346397049477e-07	2.58346397049477e-07	7.69990227755297e-06	5.83728785169514e-05	0.000354160010548438	0.000464539367815297	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
